Location Names,GUIJA,FINCA LOS ANDES,CANDELARIA DE LA FRONTERA,PLANES DE MONTECRISTO,SANTA ANA-UNICAES,CONCEPCION QUEZALTEPEQUE,LAS PILAS,NUEVA CONCEPCION,LA PALMA,PROCAFE,SAN ANDRES
Location Ids,A15,A18,A27,A31,A37,G12,G13,G3,G4,L48,L4
Time,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion
2000-09-09 07:00:00,9.8,12.1,0,31.7,2.2,-999,9,0.9,2.2,-999,33
2000-09-10 07:00:00,43.5,11,9.7,22.6,1.5,-999,0,7.6,5.3,-999,2.5
2000-09-11 07:00:00,32,34.1,19.3,26.2,5.7,-999,60.1,17.3,30.7,-999,15
2000-09-12 07:00:00,0.9,0,0.6,8.4,0.4,-999,1.7,0.3,15.1,-999,0
2000-09-13 07:00:00,11.8,3.5,1.1,25.3,2.6,-999,12.6,35.8,17.3,-999,12.8
2000-09-14 07:00:00,7.2,12.8,7.5,20.7,11.9,-999,1.8,20,6.2,-999,0.2
2000-09-15 07:00:00,3.5,3.2,47.4,48.4,1.2,-999,38,1.8,75.6,-999,8
2000-09-16 07:00:00,0,0.4,0,0.4,1,-999,1,0,14.3,-999,10.7
2000-09-17 07:00:00,0,0.3,0,0.8,0,-999,0,0,0.2,-999,0
2000-09-18 07:00:00,17.4,4,13.1,58.6,12,-999,9.4,9.9,143,-999,6.9
2000-09-19 07:00:00,0.4,0,6.2,0.2,0,-999,0,0.3,0,-999,0.5
2000-09-20 07:00:00,0,35.6,14.5,6.6,0,-999,2,0,38.8,-999,0
2000-09-21 07:00:00,0.5,0.2,0.1,3.4,0.1,-999,7,0.6,4.2,-999,0
2000-09-22 07:00:00,0,0.8,10.3,0.2,3.9,-999,1,0,77.4,-999,13.8
2000-09-23 07:00:00,0,1.3,4.4,0.3,2.7,-999,0,0,0.5,-999,0.5
2000-09-24 07:00:00,0,0,0,0.4,0,-999,0,0,1.1,-999,0
2000-09-25 07:00:00,0,16.4,2.4,0.1,14.5,-999,0,3.2,0.5,-999,33.3
2000-09-26 07:00:00,38.3,17.5,14,12.5,18.7,-999,12.5,34.9,30.6,-999,20
2000-09-27 07:00:00,0,4,10.6,7.1,2.4,-999,0,0.2,6.1,-999,0.5
2000-09-28 07:00:00,3.5,16.8,41.2,44.8,11.8,-999,5.5,1.9,7.6,-999,20.3
